geneID	geneSymbol	bioType	annotationLevel	S-CTL-001	S-CTL-002	S-CTL-003	S-KD-001	S-KD-002	S-KD-003
ENSG00000212040.3	MIR543	miRNA	3	0	0	0	0	0	0
ENSG00000212051.1	MIR320C2	miRNA	3	0	0	0	0	0	0
ENSG00000212100.2	MIR764	miRNA	3	0	0	0	0	0	0
ENSG00000212102.1	MIR301B	miRNA	3	0	0	0	0	0	0
ENSG00000212122.3	TSSK1B	protein_coding	2	9042	7178	3998	11656	8056	6444
ENSG00000212123.4	PRR22	protein_coding	2	55	164	90	481	660	390
ENSG00000212124.2	TAS2R19	protein_coding	2	450	414	567	1514	1447	765
ENSG00000212125.2	TAS2R15P	unprocessed_pseudogene	1	33	13	50	37	37	46
ENSG00000212126.3	TAS2R50	protein_coding	2	7	5	3	12	7	5
ENSG00000212127.5	TAS2R14	protein_coding	2	310	308	268	317	305	210
ENSG00000212128.2	TAS2R13	protein_coding	2	4007	2565	2367	2488	1693	1381
ENSG00000212133.1	RNU6-1168P	snRNA	3	0	0	0	0	0	0
ENSG00000212134.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212135.1	SNORD67	snoRNA	3	5	7	8	7	11	16
ENSG00000212136.1	RNU6-696P	snRNA	3	0	0	0	0	0	0
ENSG00000212138.1	RNA5SP372	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212140.1	RNU6-1320P	snRNA	3	0	0	0	0	0	0
ENSG00000212144.1	RF00096	snoRNA	3	0	0	0	0	0	0
ENSG00000212145.2	RF00096	snoRNA	3	0	1	0	0	0	0
ENSG00000212146.1	RNU6-910P	snRNA	3	0	0	0	0	0	0
ENSG00000212147.1	RNU6-1106P	snRNA	3	0	0	0	0	0	0
ENSG00000212149.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212153.1	RNU1-82P	snRNA	3	0	0	0	0	0	0
ENSG00000212154.1	RNA5SP377	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212156.1	RNU6-576P	snRNA	3	0	0	0	0	0	0
ENSG00000212157.1	RNU6-1319P	snRNA	3	0	0	0	0	0	0
ENSG00000212158.1	SNORD66	snoRNA	3	2	1	2	2	0	0
ENSG00000212160.1	RNU6-205P	snRNA	3	0	0	0	0	0	0
ENSG00000212161.1	RF00570	snoRNA	3	0	0	0	0	0	0
ENSG00000212163.5	SNORD91A	snoRNA	2	3	4	1	5	7	0
ENSG00000212165.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212167.1	RNU6-763P	snRNA	3	0	0	0	0	0	0
ENSG00000212168.1	RF00592	snoRNA	3	0	0	0	0	0	0
ENSG00000212170.1	RNU1-77P	snRNA	3	0	0	3	3	1	0
ENSG00000212171.1	RNA5SP86	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212172.1	RNU1-149P	snRNA	3	0	0	0	0	0	0
ENSG00000212175.1	RF00586	snoRNA	3	0	0	0	0	0	0
ENSG00000212176.1	RNA5SP207	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212181.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212182.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212184.1	RNU6-440P	snRNA	3	0	0	0	0	0	0
ENSG00000212186.1	RNU6-258P	snRNA	3	0	0	0	0	0	0
ENSG00000212187.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212189.1	RNU6-328P	snRNA	3	0	0	0	0	0	0
ENSG00000212190.1	RNU6-298P	snRNA	3	0	0	0	0	0	0
ENSG00000212191.1	RF00571	snoRNA	3	0	0	0	0	0	0
ENSG00000212195.2	RF00012	snoRNA	3	35	42	26	28	42	20
ENSG00000212199.1	RNU6-127P	snRNA	3	0	0	0	0	0	0
ENSG00000212204.1	RNA5SP91	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212205.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212206.1	RF00265	snoRNA	3	0	0	0	0	0	0
ENSG00000212207.1	RNU6-1321P	snRNA	3	0	0	0	0	0	0
ENSG00000212211.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212214.1	SNORA48B	snoRNA	3	0	1	0	0	7	0
ENSG00000212215.1	RNU6-913P	snRNA	3	0	0	0	0	0	0
ENSG00000212216.1	RNU6-816P	snRNA	3	0	0	0	0	0	0
ENSG00000212219.1	RNU6-604P	snRNA	3	0	0	0	0	0	0
ENSG00000212221.1	RNU6-220P	snRNA	3	0	0	0	0	0	0
ENSG00000212224.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212226.1	RNU6-907P	snRNA	3	0	0	0	0	0	0
ENSG00000212228.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212229.1	RF00571	snoRNA	3	0	0	0	0	0	0
ENSG00000212230.1	RNU6-747P	snRNA	3	0	0	0	0	0	0
ENSG00000212232.1	SNORD17	snoRNA	3	18513	16535	46267	30630	44528	117172
ENSG00000212237.1	RNA5SP18	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212238.1	RNA5SP244	rRNA_pseudogene	3	0.7	0.69	0.83	0	0	0
ENSG00000212240.1	RNU6-930P	snRNA	3	0	0	0	0	0	0
ENSG00000212241.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212242.1	RNA5SP219	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212246.1	RNU6-360P	snRNA	3	0	0	0	0	0	0
ENSG00000212247.1	RNU6-278P	snRNA	3	0	0	0	0	0	0
ENSG00000212248.1	RNU6-750P	snRNA	3	0	0	0	0	0	0
ENSG00000212249.2	RF00096	snoRNA	3	0	0	0	0	0	0
ENSG00000212251.1	RNA5SP376	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212257.1	RNU6-1176P	snRNA	3	0	0	0	0	0	0
ENSG00000212258.1	RNA5SP176	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212259.1	RNU6-308P	snRNA	3	0	0	0	0	0	0
ENSG00000212260.1	RNU6-724P	snRNA	3	0	0	0	0	0	0
ENSG00000212264.1	SNORD65C	snoRNA	3	0	0	0	0	0	0
ENSG00000212265.1	RNA5SP185	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212266.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212269.1	RNU6-788P	snRNA	3	0	0	0	0	0	0
ENSG00000212270.1	RF00440	snoRNA	3	0	0	0	0	0	0
ENSG00000212273.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212276.1	RNA5SP292	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212278.1	RF00136	snoRNA	3	0	0	0	0	0	0
ENSG00000212279.2	RF00591	snoRNA	3	0	0	0	0	0	0
ENSG00000212280.1	RNA5SP256	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212282.1	RNU6-578P	snRNA	3	0	0	0	0	0	0
ENSG00000212283.1	SNORD89	snoRNA	3	7	8	41	23	30	32
ENSG00000212289.1	RNA5SP339	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212292.1	RNU6-239P	snRNA	3	0	0	0	0	0	0
ENSG00000212293.1	RF00190	snoRNA	3	0	0	0	0	0	0
ENSG00000212295.1	SNORD28B	snoRNA	3	0	0	0	0	0	0
ENSG00000212296.1	SNORD72	snoRNA	3	0	0	0	0	0	0
ENSG00000212297.1	RNU6-821P	snRNA	3	0	0	0	0	0	0
ENSG00000212298.1	RNU6-1009P	snRNA	3	0	0	0	0	0	0
ENSG00000212302.1	RF00588	snoRNA	3	0	0	0	0	0	0
ENSG00000212303.1	RNU6-1154P	snRNA	3	0	0	0	0	0	0
ENSG00000212304.1	SNORD12	snoRNA	3	1.6	0.45	3.28	1.34	3.33	4.23
ENSG00000212305.1	RNU6-679P	snRNA	3	0	0	0	0	0	0
ENSG00000212306.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212308.1	RNA5SP23	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212309.1	SNORD70B	snoRNA	3	0	0	0	0	0	0
ENSG00000212312.1	RNA5SP109	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212314.2	RNU6-1307P	snRNA	3	0	0	0	0	0	0
ENSG00000212316.1	RNU6-1228P	snRNA	3	0	0	0	0	0	0
ENSG00000212319.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212321.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212324.1	RNU6-129P	snRNA	3	0	0	0	0	0	0
ENSG00000212325.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212327.1	RNU6-882P	snRNA	3	0	0	0	0	0	0
ENSG00000212329.1	RNU6-316P	snRNA	3	0	0	0	0	0	0
ENSG00000212330.1	RNU6-244P	snRNA	3	0	0.86	0	0	0	0
ENSG00000212331.1	RNA5SP297	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212332.1	RNU6-780P	snRNA	3	0	0	0	0	0	0
ENSG00000212333.1	RNA5SP213	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212335.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212336.1	RNA5SP210	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212338.1	RF00272	snoRNA	3	0	0	0	0	0	0
ENSG00000212340.1	RNU6-739P	snRNA	3	0	0	0	0	0	0
ENSG00000212342.1	RF00586	snoRNA	3	0	0	0	0	0	0
ENSG00000212344.1	RNU6-823P	snRNA	3	0	0	1	0	0	0
ENSG00000212345.1	RNU6-700P	snRNA	3	0	0	0	0	0	0
ENSG00000212347.2	RF00591	snoRNA	3	0	0	0	0	0	0
ENSG00000212348.1	RNU6-1300P	snRNA	3	0	0	0	0	0	0
ENSG00000212354.1	RNU6-1242P	snRNA	3	0	0	0	0	0	0
ENSG00000212358.1	RNU6-837P	snRNA	3	0	0	0	0	0	0
ENSG00000212359.1	RNU6-550P	snRNA	3	0	0	0	0	0	0
ENSG00000212360.1	RNU6-1177P	snRNA	3	0	0	0	0	0	0
ENSG00000212363.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212365.1	RNA5SP332	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212366.1	RNU6-1246P	snRNA	3	0	0	0	0	0	0
ENSG00000212368.1	RNU6-1000P	snRNA	3	0	0	0	0	0	0
ENSG00000212370.1	RNU6-482P	snRNA	3	0	0	0	0	0	0
ENSG00000212371.1	RF00404	snoRNA	3	4	1	0	3	6	5
ENSG00000212373.1	RNA5SP171	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212374.1	RNU6-401P	snRNA	3	0	0	0	0	0	0
ENSG00000212377.1	RF00440	snoRNA	3	0	0	0	0	0	0
ENSG00000212378.1	RF00592	snoRNA	3	0	0	0	0	0	0
ENSG00000212379.1	RNU6-269P	snRNA	3	0	0	0	0	0	0
ENSG00000212380.1	SNORD115-45	snoRNA	3	0	0	0	0	0	0
ENSG00000212382.1	RNU6-159P	snRNA	3	0	0	0	0	0	0
ENSG00000212383.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212384.1	SNORD113-2	snoRNA	3	0	0	0	0	0	0
ENSG00000212385.1	RNU6-817P	snRNA	3	0	0	0	0	0	0
ENSG00000212387.1	RNU6-1055P	snRNA	3	0	0	0	0	0	0
ENSG00000212388.1	RNU6-796P	snRNA	3	0	0	0	0	0	0
ENSG00000212389.1	RNU6-1275P	snRNA	3	0	0	0	0	0	0
ENSG00000212391.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212392.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212395.1	RF00272	snoRNA	3	0	0	0	0	0	0
ENSG00000212396.1	RNA5SP323	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212397.1	RF00477	snoRNA	3	0	0	0	0	0	0
ENSG00000212398.1	RNU6-1248P	snRNA	3	0	0	0	0	0	0
ENSG00000212402.1	SNORA74B	snoRNA	3	213	323	519	419	732	1572
ENSG00000212404.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212407.1	RNU6-663P	snRNA	3	0	0	0	0	0	0
ENSG00000212409.1	RNY4P18	misc_RNA	3	0	0	0	0	0	0
ENSG00000212410.1	RNU6-932P	snRNA	3	0	0	0	0	0	0
ENSG00000212411.1	RF00105	snoRNA	3	0	0	0	0	0	0
ENSG00000212413.1	RNU11-3P	snRNA	3	0	0	0	0	0	0
ENSG00000212414.1	SNORD77B	snoRNA	3	0	0	0	0	0	0
ENSG00000212415.1	RF00591	snoRNA	3	0	0	0	0	0	0
ENSG00000212418.1	RNY4P36	misc_RNA	3	0	0	0	0	0	0
ENSG00000212420.1	RNU6-1111P	snRNA	3	0	0	0	0	0	0
ENSG00000212421.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212422.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212424.1	RNU1-119P	snRNA	3	0	0	0	0	0	0
ENSG00000212425.1	RNA5SP105	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212428.1	RF00105	snoRNA	3	0	0	0	0	0	0
ENSG00000212429.1	RNU11-6P	snRNA	3	0	0	0	0	0	0
ENSG00000212432.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212433.1	RNA5SP252	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212434.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212440.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212441.1	RNU6-1269P	snRNA	3	0	0	0	0	0	0
ENSG00000212442.1	RNU6-243P	snRNA	3	0	0	0	0	0	0
ENSG00000212443.1	SNORA53	snoRNA	3	1128	1616	5343	1724	2226	4265
ENSG00000212445.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212446.1	RNU6-131P	snRNA	3	0	0	0	0	0	0
ENSG00000212447.1	SNORD90	snoRNA	3	0	0	0	0	0	0
ENSG00000212448.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212450.1	RNU6-241P	snRNA	3	0	0	0	0	0	0
ENSG00000212451.1	RNU11-4P	snRNA	3	0	0	0	0	0	0
ENSG00000212452.1	SNORD69	snoRNA	3	0	0	1	0	0	0
ENSG00000212454.1	RNA5SP286	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212455.1	RF00561	snoRNA	3	0	0	0	0	0	0
ENSG00000212457.1	RNU6-644P	snRNA	3	0	0	0	0	0	0
ENSG00000212458.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212459.1	RNU6-695P	snRNA	3	0	0	0	0	0	0
ENSG00000212460.1	RNU6-460P	snRNA	3	0	0	0	0	0	0
ENSG00000212461.1	RF00560	snoRNA	3	0	0	0	0	0	0
ENSG00000212464.1	SNORA12	snoRNA	3	511	487	1119	449	576	1305
ENSG00000212466.1	RNU6-952P	snRNA	3	0	0	0	0	0	0
ENSG00000212468.1	RNU6-754P	snRNA	3	0	0	0	0	0	0
ENSG00000212469.1	RNU6-1158P	snRNA	3	0	0	0	0	0	0
ENSG00000212473.1	RNU1-101P	snRNA	3	0	0	0	0	0	0
ENSG00000212475.1	RNU6-400P	snRNA	3	0	0	0	0	0	0
ENSG00000212479.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212482.1	RNU6-530P	snRNA	3	0	0	0	0	0	0
ENSG00000212485.1	RNU6-1197P	snRNA	3	0	0	0	0	0	0
ENSG00000212489.1	RNU6-1109P	snRNA	3	0	0	0	0	0	0
ENSG00000212490.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212493.1	SNORD19	snoRNA	3	0	0	0	0	0	0
ENSG00000212495.1	RNU6-332P	snRNA	3	0	0	0	0	0	0
ENSG00000212496.1	RNU6-1093P	snRNA	3	0	0	0	0	0	0
ENSG00000212497.1	RNA5SP465	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212498.1	SNORD86	snoRNA	3	0	0	0	0	0	0
ENSG00000212499.1	RNA5SP300	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212505.1	RNA5SP299	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212510.1	RNU6-972P	snRNA	3	0	0	0	0	0	0
ENSG00000212511.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212512.2	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212516.1	RNU6-1268P	snRNA	3	0	0	0	0	0	0
ENSG00000212517.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212518.1	RNU11-5P	snRNA	3	0	0	0	0	0	0
ENSG00000212520.1	RNU6-1250P	snRNA	3	0	0	0	0	0	0
ENSG00000212521.1	RNU6-918P	snRNA	3	0	0	0	0	0	0
ENSG00000212525.1	RNA5SP212	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212526.1	RNU6-466P	snRNA	3	0	0	0	0	0	0
ENSG00000212527.1	RNA5SP63	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212528.1	SNORD115-47	snoRNA	3	0	0	0	0	0	0
ENSG00000212529.1	RF00191	snoRNA	3	0	0	0	0	0	1
ENSG00000212532.1	RF00572	snoRNA	3	0	0	0	0	0	0
ENSG00000212533.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212534.1	SNORD70	snoRNA	3	0	0	0	1	0	0
ENSG00000212535.1	RNU6-808P	snRNA	3	0	0	0	0	0	0
ENSG00000212536.1	RNA5SP474	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212538.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212539.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212541.1	RNU6-510P	snRNA	3	0	0	0	0	0	0
ENSG00000212542.1	RNA5SP496	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212545.1	RNU6-337P	snRNA	3	0	0	0	0	0	0
ENSG00000212546.1	RNU6-995P	snRNA	3	0	0	0	0	0	0
ENSG00000212549.1	RNA5SP354	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212550.1	RNU1-78P	snRNA	3	0	0	0	0	0	0
ENSG00000212551.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212553.1	RF00108	snoRNA	3	0	0	0	0	0	0
ENSG00000212555.1	RNU6-192P	snRNA	3	0	0	0	0	0	0
ENSG00000212556.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212558.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212559.1	RNA5SP35	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212560.1	RNU6-630P	snRNA	3	0	0	0	0	0	0
ENSG00000212561.1	RNU6-381P	snRNA	3	0	0	0	0	0	0
ENSG00000212564.1	RNU6-1326P	snRNA	3	0	0	0	0	0	0
ENSG00000212565.1	RF00263	snoRNA	3	0	0	0	0	0	0
ENSG00000212567.1	RF00191	snoRNA	3	0	0	0	0	0	0
ENSG00000212568.1	RNU6-1254P	snRNA	3	0	0	0	0	0	0
ENSG00000212569.1	RF00019	misc_RNA	3	0	0	0	0	0	0
ENSG00000212571.1	RNA5SP482	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212572.1	RNU6-903P	snRNA	3	0	0	0	0	0	0
ENSG00000212576.1	RNA5SP467	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212579.1	RF00561	snoRNA	3	2	0.99	5.99	0	1	1
ENSG00000212580.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212581.1	RF00096	snoRNA	3	0	0	0	0	0	0
ENSG00000212584.1	RNU6-587P	snRNA	3	0	0	0	0	0	0
ENSG00000212586.1	RF00393	snoRNA	3	0	0	0	0	0	0
ENSG00000212587.1	SNORA40C	snoRNA	3	0	0	0	0	0	0
ENSG00000212588.1	SNORA26	snoRNA	3	95	118	214	70	115	165
ENSG00000212589.1	RF00560	snoRNA	3	0	0	0	0	0	0
ENSG00000212590.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212593.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212594.1	RF00096	snoRNA	3	0	0	0	0	0	0
ENSG00000212595.1	RNA5SP525	rRNA	3	0	0	0	0	0	0
ENSG00000212597.1	RNU6-876P	snRNA	3	0	0	0	0	0	0
ENSG00000212598.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212599.1	RNU6-279P	snRNA	3	0	0	0	0	0	0
ENSG00000212601.1	RNA5SP53	rRNA_pseudogene	3	0	0	0	1	0	0
ENSG00000212604.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212605.1	RNU1-56P	snRNA	3	0	0	0	0	0	0
ENSG00000212607.1	SNORA3B	snoRNA	3	12	14	24	16	20	14
ENSG00000212608.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212609.1	RNU1-139P	snRNA	3	0	0	0	0	0	0
ENSG00000212610.2	RF00012	snoRNA	3	0	0	0	0	0	0
ENSG00000212611.1	RF00088	snoRNA	3	0	0	0	0	0	0
ENSG00000212612.1	RNU6-1239P	snRNA	3	0	0	0	0	0	0
ENSG00000212615.1	RF00151	snoRNA	3	0	0	0	0	0	0
ENSG00000212618.1	RF00324	snoRNA	3	0	0	0	0	0	0
ENSG00000212620.1	RF00072	snoRNA	3	0	0	0	0	0	0
ENSG00000212623.1	RNU6-493P	snRNA	3	0	0	0	0	0	0
ENSG00000212624.1	RF00568	snoRNA	3	0	0	0	0	0	0
ENSG00000212625.1	RNA5SP397	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212626.1	RF00554	snoRNA	3	0	0	0	0	0	0
ENSG00000212628.1	RNA5SP241	rRNA_pseudogene	3	0	0	0	0	0	0
ENSG00000212643.3	ZRSR2P1	transcribed_processed_pseudogene	2	37.79	94.55	16.94	52.72	196.41	66.94
ENSG00000212657.1	KRTAP16-1	protein_coding	2	3673	3335	1798	2820	2218	1363
ENSG00000212658.1	KRTAP29-1	protein_coding	2	0	0	0	1	0	0
ENSG00000212659.1	KRTAP9-6	protein_coding	2	20	31	32	207	134	52
ENSG00000212663.2	AC003035.1	lncRNA	2	0	1	0	0	0	0
ENSG00000212664.5	AC064799.1	processed_pseudogene	2	301	313	338	236	224	420
ENSG00000212694.8	LINC01089	lncRNA	2	839.5	1018.17	1054.3	1511.17	1779.72	1061.34
ENSG00000212695.5	AL583805.1	processed_pseudogene	1	1	6	7	2	1	1
ENSG00000212710.4	CTAGE1	protein_coding	2	0	0	0	14	8	2
ENSG00000212712.2	AP002414.1	processed_pseudogene	1	3	4	2	70	74	56
ENSG00000212717.3	DEFB117	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000212719.12	C17orf51	protein_coding	1	0	0	3	22	71	12
ENSG00000212721.3	KRTAP4-11	protein_coding	2	13767	14109	8925	8706	8049	6368
ENSG00000212722.7	KRTAP4-9	protein_coding	2	501	463	151	6	2	4
ENSG00000212724.3	KRTAP2-3	protein_coding	2	2866	1786	978	1268	1060	530
ENSG00000212725.3	KRTAP2-1	protein_coding	2	0	0	0	0	3.83	0
ENSG00000212743.2	LINC02656	lncRNA	2	5	4	7	4	2	1
ENSG00000212747.4	RTL8B	protein_coding	2	683	574	387	224	127	151
ENSG00000212766.9	EWSAT1	lncRNA	2	31	2	1	47.27	20.62	2
ENSG00000212769.5	HMGN2P8	processed_pseudogene	2	0	1	2	2	4	6
ENSG00000212789.4	ST13P5	processed_pseudogene	2	80	74	44	98	105	85
ENSG00000212802.4	RPL15P3	processed_pseudogene	2	7046	7233	7065	4628	5643	7534
ENSG00000212807.2	OR2A42	protein_coding	2	507	1328	845	2684	3135	938
ENSG00000212829.8	RPS26P3	processed_pseudogene	2	1	1	0	0	2	0
ENSG00000212855.5	TTTY2	lncRNA	2	0	0	0	0	0	0
ENSG00000212856.6	TTTY2B	lncRNA	2	0	0	0	0	0	0
ENSG00000212864.3	RNF208	protein_coding	2	4962	6500	9545	2833	4251	6894
ENSG00000212899.2	KRTAP3-3	protein_coding	2	51.12	26.06	25.1	34.06	72.22	36.11
ENSG00000212900.2	KRTAP3-2	protein_coding	2	11	31	34	74	69	55
ENSG00000212901.4	KRTAP3-1	protein_coding	2	5486	3917	3005	5181	5053	2368
ENSG00000212907.2	MT-ND4L	protein_coding	3	2060	2003	5194	2492	2028	2506
ENSG00000212916.4	MAP10	protein_coding	2	16	27	35	635	465	200
ENSG00000212930.3	AC093281.1	lncRNA	2	0	0	0	0	0	0
ENSG00000212932.3	RPL23AP4	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000212933.1	KRTAP12-4	protein_coding	2	250.7	526.28	569.78	13	3	1
ENSG00000212935.1	KRTAP10-3	protein_coding	2	2959	2273	1467	1419	1296	978
ENSG00000212938.3	KRTAP6-3	protein_coding	2	0	0	0	0	0	0
ENSG00000212939.2	Z97192.1	lncRNA	2	0	0	0	0	0	0
ENSG00000212951.5	BX005266.1	unprocessed_pseudogene	2	0	1	4	0	1	0
ENSG00000212952.6	BX088651.1	processed_pseudogene	2	2	0	1	2	3	3
ENSG00000212961.4	HNRNPA1P40	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000212978.6	AC016747.1	lncRNA	1	1085	844	763	918	976	856
ENSG00000212989.3	AC124293.1	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000212993.5	POU5F1B	protein_coding	2	201	237	133	1142	1603	589
ENSG00000212994.5	RPS26P6	processed_pseudogene	2	2886	2834	2752	1795	2183	2633
ENSG00000213003.3	BTF3P12	processed_pseudogene	1	0	0	0	1	0	0
ENSG00000213005.3	PTTG3P	processed_pseudogene	1	5	4	3	5	7	6
ENSG00000213013.4	RPS15AP36	processed_pseudogene	1	4	2	0	2	4	0
ENSG00000213014.3	VN2R17P	processed_pseudogene	2	0	0	0	0	0	0
ENSG00000213015.9	ZNF580	protein_coding	2	4116	4046	2511	3534	2956	2075
ENSG00000213016.3	AC245036.1	unprocessed_pseudogene	2	0	0	0	0	0	0
ENSG00000213018.2	AL590762.1	processed_pseudogene	1	5	0	2	0	1	1
ENSG00000213020.10	ZNF611	protein_coding	2	5	2	2	15	13	11
ENSG00000213022.6	KLK9	protein_coding	2	6437	6211	4360	5262	4768	2528
ENSG00000213023.11	SYT3	protein_coding	2	756	436	264	928	861	213
ENSG00000213024.11	NUP62	protein_coding	2	13327	14190	10032	12447	12126	11617
ENSG00000213025.2	COX20P1	processed_pseudogene	2	47	32	31	13	23	21
ENSG00000213026.4	CFL1P4	processed_pseudogene	1	0	1	0	0	1	0
ENSG00000213028.3	AL354983.1	processed_pseudogene	1	0	0	1	1	0	0
ENSG00000213029.4	SPHAR	protein_coding	2	4	0	0	7	15	4
ENSG00000213030.5	CGB8	protein_coding	2	7	11	19	0	0	2
ENSG00000213032.3	NDUFA3P3	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000213033.4	AURKAP1	transcribed_processed_pseudogene	1	24.41	20.72	17.82	47.25	100.74	52.72
ENSG00000213035.4	RPL23AP80	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000213036.3	AL445305.1	processed_pseudogene	1	12	11	9	11	13	8
ENSG00000213041.4	AC093422.1	processed_pseudogene	1	0	0	0	1	0	0
ENSG00000213045.3	AC097065.1	processed_pseudogene	1	0	0	0	0	0	0
ENSG00000213046.4	EEF1A1P32	unprocessed_pseudogene	1	0	0	0	0	0	0
ENSG00000213047.13	DENND1B	protein_coding	2	0	1	3	6	0	7
ENSG00000213048.3	OR5S1P	unitary_pseudogene	2	0	0	0	0	0	0
ENSG00000213049.3	HNRNPA1P34	processed_pseudogene	1	0	0	0	0	0	0
